"","Text"
"279","COOPER: Thank you, all. It is time to start the debate.</p><p>Are you all ready? </p><p>(APPLAUSE) </p><p>All right. Let's begin. We're going to be discussing a lot of the issues, many of the issues, important issues that you have brought up. But I want to begin with concerns that voters have about each of the candidates here on this stage that they have about each of you. </p><p>Secretary Clinton, I want to start with you. Plenty of politicians evolve on issues, but even some Democrats believe you change your positions based on political expediency. </p><p>You were against same-sex marriage. Now you're for it. You defended President Obama's immigration policies. Now you say they're too harsh. You supported his trade deal dozen of times. You even called it the ""gold standard"". Now, suddenly, last week, you're against it. </p><p>Will you say anything to get elected? </p><p>"
"280","CLINTON: Well, actually, I have been very consistent. Over the course of my entire life, I have always fought for the same values and principles, but, like most human beings -- including those of us who run for office -- I do absorb new information. I do look at what's happening in the world. </p><p>You know, taker the trade deal. I did say, when I was secretary of state, three years ago, that I hoped it would be the gold standard. It was just finally negotiated last week, and in looking at it, it didn't meet my standards. My standards for more new, good jobs for Americans, for raising wages for Americans. </p><p>And I want to make sure that I can look into the eyes of any middle-class American and say, ""this will help raise your wages."" And I concluded I could not. </p><p>"
"281","COOPER: Secretary Clinton, though, with all due respect, the question is really about political expediency. Just in July, New Hampshire, you told the crowd you'd, quote, ""take a back seat to no one when it comes to progressive values."" </p><p>Last month in Ohio, you said you plead guilty to, quote, ""being kind of moderate and center."" Do you change your political identity based on who you're talking to? "
"282","CLINTON: No. I think that, like most people that I know, I have a range of views, but they are rooted in my values and my experience. And I don't take a back seat to anyone when it comes to progressive experience and progressive commitment. </p><p>You know, when I left law school, my first job was with the Children's Defense Fund, and for all the years since, I have been focused on how we're going to un-stack the deck, and how we're going to make it possible for more people to have the experience I had. </p><p>You know, to be able to come from a grandfather who was a factory worker, a father who was a small business person, and now asking the people of America to elect me president. </p><p>"
"283","COOPER: Just for the record, are you a progressive, or are you a moderate? </p><p>"
"284","CLINTON: I'm a progressive. But I'm a progressive who likes to get things done. And I know... </p><p>(APPLAUSE) </p><p>...how to find common ground, and I know how to stand my ground, and I have proved that in every position that I've had, even dealing with Republicans who never had a good word to say about me, honestly. But we found ways to work together on everything from... </p><p>"
"285","COOPER: Secretary... </p><p>"
"286","CLINTON: ...reforming foster care and adoption to the Children's Health Insurance Program, which insures... </p><p>"
"287","COOPER: ...thank you... </p><p>"
"288","CLINTON: ...8 million kids. So I have a long history of getting things done, rooted in the same values... </p><p>"
"289","COOPER: ...Senator... </p><p>"
"290","CLINTON: ...I've always had. </p><p>"
"291","COOPER: Senator Sanders. A Gallup poll says half the country would not put a socialist in the White House. You call yourself a democratic socialist. How can any kind of socialist win a general election in the United States? </p><p>"
"292","SANDERS: Well, we're going to win because first, we're going to explain what democratic socialism is. </p><p>And what democratic socialism is about is saying that it is immoral and wrong that the top one-tenth of 1 percent in this country own almost 90 percent -- almost -- own almost as much wealth as the bottom 90 percent. That it is wrong, today, in a rigged economy, that 57 percent of all new income is going to the top 1 percent. </p><p>That when you look around the world, you see every other major country providing health care to all people as a right, except the United States. You see every other major country saying to moms that, when you have a baby, we're not going to separate you from your newborn baby, because we are going to have -- we are going to have medical and family paid leave, like every other country on Earth. </p><p>Those are some of the principles that I believe in, and I think we should look to countries like Denmark, like Sweden and Norway, and learn from what they have accomplished for their working people. </p><p>(APPLAUSE) </p><p>"
"293","COOPER: Denmark is a country that has a population -- Denmark is a country that has a population of 5.6 million people. The question is really about electability here, and that's what I'm trying to get at. </p><p>You -- the -- the Republican attack ad against you in a general election -- it writes itself. You supported the Sandinistas in Nicaragua. You honeymooned in the Soviet Union. And just this weekend, you said you're not a capitalist. </p><p>Doesn't -- doesn't that ad write itself? </p><p>"
"294","SANDERS: Well, first of all, let's look at the facts. The facts that are very simple. Republicans win when there is a low voter turnout, and that is what happened last November. </p><p>Sixty-three percent of the American people didn't vote, Anderson. Eighty percent of young people didn't vote. We are bringing out huge turnouts, and creating excitement all over this country. </p><p>Democrats at the White House on down will win, when there is excitement and a large voter turnout, and that is what this campaign is doing. </p><p>"
"295","COOPER: You don't consider yourself a capitalist, though? </p><p>"
"296","SANDERS: Do I consider myself part of the casino capitalist process by which so few have so much and so many have so little by which Wall Street's greed and recklessness wrecked this economy? No, I don't. </p><p>I believe in a society where all people do well. Not just a handful of billionaires. </p><p>(APPLAUSE) </p><p>"
"297","COOPER: Just let me just be clear. Is there anybody else on the stage who is not a capitalist? </p><p>"
"298","CLINTON: Well, let me just follow-up on that, Anderson, because when I think about capitalism, I think about all the small businesses that were started because we have the opportunity and the freedom in our country for people to do that and to make a good living for themselves and their families. </p><p>And I don't think we should confuse what we have to do every so often in America, which is save capitalism from itself. And I think what Senator Sanders is saying certainly makes sense in the terms of the inequality that we have. </p><p>But we are not Denmark. I love Denmark. We are the United States of America. And it's our job to rein in the excesses of capitalism so that it doesn't run amok and doesn't cause the kind of inequities we're seeing in our economic system. </p><p>But we would be making a grave mistake to turn our backs on what built the greatest middle class in the history...</p><p>"
"299","COOPER: Senator Sanders? </p><p>"
"300","CLINTON: ... of the world. </p><p>(APPLAUSE) </p><p>"
"301","SANDERS: I think everybody is in agreement that we are a great entrepreneurial nation. We have got to encourage that. Of course, we have to support small and medium-sized businesses. </p><p>But you can have all of the growth that you want and it doesn't mean anything if all of the new income and wealth is going to the top 1 percent. So what we need to do is support small and medium-sized businesses, the backbone of our economy, but we have to make sure that every family in this country gets a fair shake...</p><p>"
"302","COOPER: We're going to get...</p><p>"
"303","SANDERS: ... not just for billionaires. </p><p>"
"304","COOPER: We're going to have a lot more on these issues. But I do want to just quickly get everybody in on the question of electability. </p><p>Governor Chafee, you've been everything but a socialist. When you were senator from Rhode Island, you were a Republican. When you were elected governor, you were an independent. You've only been a Democrat for little more than two years. Why should Democratic voters trust you won't change again? </p><p>"
"305","CHAFEE: Anderson, you're looking at a block of granite when it comes to the issues. Whether it's...</p><p>(CROSSTALK) </p><p>"
"306","COOPER: It seems like pretty soft granite. I mean, you've been a Republican, you've been an independent.</p><p>"
"307","CHAFEE: Did you hear what I said? On the issues. I have not changed on the issues. I was a liberal Republican, then I was an independent, and now I'm a proud Democrat. But I have not changed on the issues. </p><p>And I open my record to scrutiny. Whether it's on the environment, a woman's right to choose, gay marriage, fiscal responsibility, aversion to foreign entanglements, using the tools of government to help the less fortunate. </p><p>Time and time again, I have never changed. You're looking at a block of granite when it comes to the issues. So I have not changed.</p><p>"
"308","COOPER: Then why change labels? </p><p>"
"309","CHAFEE: The party left me. There's no doubt about that. There was no room for a liberal moderate Republican in that party. I even had a primary for my reelection in 2006. I won it. But the money poured in to defeat me in Rhode Island as a Republican. That's what we were up against.</p><p>"
"310","COOPER: Governor O'Malley, the concern of voters about you is that you tout our record as Baltimore's mayor. As we all know, we all saw it. That city exploded in riots and violence in April. </p><p>The current top prosecutor in Baltimore, also a Democrat, blames your zero tolerance policies for sowing the seeds of unrest. Why should Americans trust you with the country when they see what's going on in the city that you ran for more than seven years? </p><p>O'"
"311","MALLEY: Yes, actually, I believe what she said was that there's a lot of policies that have led to this unrest. </p><p>But, Anderson, when I ran for mayor of Baltimore in 1999... </p><p>"
"312","COOPER: She actually -- just for the record, when she was asked which policies, to name two, she said zero tolerance. I mean, there's a number of old policies that we're seeing the results of. That distress of communities, where communities don't want to step forward and say who killed a 3-year-old, it's a direct result of these failed policies. </p><p>O'"
"313","MALLEY: Well, let's talk about this a little bit. One of the things that was not reported during that heartbreaking night of unrest in Baltimore was that arrests had actually fallen to a 38-year low in the year prior to the Freddie Gray's tragic death. </p><p>Anderson, when I ran for mayor of Baltimore back in 1999, it was not because our city was doing well. It was because we allowed ourselves to become the most violent, addicted, and abandoned city in America. </p><p>And I ran and promised people that together we could turn that around. And we put our city on a path to reduce violent crime, or part one (ph) crime by more than any other major city in America over the next 10 years. </p><p>I did not make our city immune to setbacks. But I attended a lot of funerals, including one for a family of seven who were firebombed in their sleep for picking up the phone in a poor African-American neighborhood and calling the police because of drug dealers on their corner. </p><p>We've saved over a thousand lives in Baltimore in the last 15 years of people working together. And the vast majority of them were young and poor and black. It wasn't easy on any day. But we saved lives and we gave our city a better future, improving police and community relations every single day that I was in office. </p><p>"
"314","COOPER: In one year alone, though, 100,000 arrests were made in your city, a city of 640,000 people. The ACLU, the NAACP sued you, sued the city, and the city actually settled, saying a lot of those arrests were without probable cause.</p><p>O'"
"315","MALLEY: Well, I think the key word in your followup there was the word ""settle."" That's true. It was settled. Arrests peaked in 2003, Anderson, but they declined every year after that as we restored peace in our poorer neighborhoods so that people could actually walk and not have to worry about their kids or their loved ones of being victims of violent crime.</p><p>Look, none of this is easy. None of us has all the answers. But together as a city, we saved a lot of lives. It was about leadership. It was about principle. And it was about bringing people together.</p><p>"
"316","COOPER: Thank you, Governor.</p><p>O'"
"317","MALLEY: Thank you. "
"318","COOPER: Senator Webb, in 2006, you called affirmative action ""state-sponsored racism."" In 2010, you wrote an op/ed saying it discriminates against whites. Given that nearly half the Democratic Party is non-white, aren't you out of step with where the Democratic Party is now?</p><p>"
"319","WEBB: No, actually I believe that I am where the Democratic Party traditionally has been. The Democratic Party, and the reason I've decided to run as a Democrat, has been the party that gives people who otherwise have no voice in the corridors of power a voice. And that is not determined by race. </p><p>And as a clarification, I have always supported affirmative action for African Americans. That's the way the program was originally designed because of their unique history in this country, with slavery and the Jim Crow laws that followed. What I have discussed a number of times is the idea that when we create diversity programs that include everyone, quote, ""of color,"" other than whites, struggling whites like the families in the Appalachian mountains, we're not being true to the Democratic Party principle of elevating the level of consciousness among our people about the hardships that a lot of people who happen to be have -- by culture, by the way.</p><p>"
"320","COOPER: Senator Webb, thank you very much.</p><p>Let's move on to some of the most pressing issues facing our country right now, some of the biggest issues right now in the headlines today. We're going to start with guns. The shooting in Oregon earlier this month, once again it brought the issue of guns into the national conversation. Over the last week, guns have been the most discussed political topic on Facebook by two to one.</p><p>Senator Sanders, you voted against the Brady bill that mandated background checks and a waiting period. You also supported allowing riders to bring guns in checked bags on Amtrak trains. For a decade, you said that holding gun manufacturers legally responsible for mass shootings is a bad idea. Now, you say you're reconsidering that. Which is it: shield the gun companies from lawsuits or not?</p><p>"
"321","SANDERS: Let's begin, Anderson, by understanding that Bernie Sanders has a D-minus voting rating (ph) from the NRA. Let's also understand that back in 1988 when I first ran for the United States Congress, way back then, I told the gun owners of the state of Vermont and I told the people of the state of Vermont, a state which has virtually no gun control, that I supported a ban on assault weapons. And over the years, I have strongly avoided instant background checks, doing away with this terrible gun show loophole. And I think we've got to move aggressively at the federal level in dealing with the straw man purchasers.</p><p>Also I believe, and I've fought for, to understand that there are thousands of people in this country today who are suicidal, who are homicidal, but can't get the healthcare that they need, the mental healthcare, because they don't have insurance or they're too poor. I believe that everybody in this country who has a mental crisis has got to get mental health counseling immediately. "
"322","COOPER: Do you want to shield gun companies from lawsuits?</p><p>"
"323","SANDERS: Of course not. This was a large and complicated bill. There were provisions in it that I think made sense. For example, do I think that a gun shop in the state of Vermont that sells legally a gun to somebody, and that somebody goes out and does something crazy, that that gun shop owner should be held responsible? I don't.</p><p>On the other hand, where you have manufacturers and where you have gun shops knowingly giving guns to criminals or aiding and abetting that, of course we should take action.</p><p>"
"324","COOPER: Secretary Clinton, is Bernie Sanders tough enough on guns?</p><p>"
"325","CLINTON: No, not at all. I think that we have to look at the fact that we lose 90 people a day from gun violence. This has gone on too long and it's time the entire country stood up against the NRA. The majority of our country...</p><p>(APPLAUSE)</p><p>... supports background checks, and even the majority of gun owners do. </p><p>Senator Sanders did vote five times against the Brady bill. Since it was passed, more than 2 million prohibited purchases have been prevented. He also did vote, as he said, for this immunity provision. I voted against it. I was in the Senate at the same time. It wasn't that complicated to me. It was pretty straightforward to me that he was going to give immunity to the only industry in America. Everybody else has to be accountable, but not the gun manufacturers. And we need to stand up and say: Enough of that. We're not going to let it continue. </p><p>(APPLAUSE) </p><p>"
"326","COOPER: We're going to bring you all in on this. But, Senator Sanders, you have to give a response. </p><p>"
"327","SANDERS: As a senator from a rural state, what I can tell Secretary Clinton, that all the shouting in the world is not going to do what I would hope all of us want, and that is keep guns out of the hands of people who should not have those guns and end this horrible violence that we are seeing. </p><p>I believe that there is a consensus in this country. A consensus has said we need to strengthen and expand instant background checks, do away with this gun show loophole, that we have to address the issue of mental health, that we have to deal with the strawman purchasing issue, and that when we develop that consensus, we can finally, finally do something to address this issue. </p><p>"
"328","COOPER: Governor O'Malley, you passed gun legislation as governor of Maryland, but you had a Democratic-controlled legislature. President Obama couldn't convince Congress to pass gun legislation after the massacres in Aurora, in Newtown, and Charleston. How can you?</p><p>O'"
"329","MALLEY: And, Anderson, I also had to overcome a lot of opposition in the leadership of my own party to get this done. Look, it's fine to talk about all of these things -- and I'm glad we're talking about these things -- but I've actually done them. </p><p>We passed comprehensive gun safety legislation, not by looking at the pollings or looking at what the polls said. We actually did it. And, Anderson, here tonight in our audience are two people that make this issue very, very real. Sandy and Lonnie Phillips are here from Colorado. And their daughter, Jessie, was one of those who lost their lives in that awful mass shooting in Aurora. </p><p>Now, to try to transform their grief, they went to court, where sometimes progress does happen when you file in court, but in this case, you want to talk about a -- a rigged game, Senator? The game was rigged. A man had sold 4,000 rounds of military ammunition to this -- this person that killed their daughter, riddled her body with five bullets, and he didn't even ask where it was going. </p><p>And not only did their case get thrown out of court, they were slapped with $200,000 in court fees because of the way that the NRA gets its way in our Congress and we take a backseat. It's time to stand up and pass comprehensive gun safety legislation as a nation.</p><p>(APPLAUSE) </p><p>"
"330","COOPER: Senator Sanders, I want you to be able to respond, 30 seconds. </p><p>"
"331","SANDERS: I think the governor gave a very good example about the weaknesses in that law and I think we have to take another look at it. But here is the point, Governor. We can raise our voices, but I come from a rural state, and the views on gun control in rural states are different than in urban states, whether we like it or not. </p><p>Our job is to bring people together around strong, commonsense gun legislation. I think there is a vast majority in this country who want to do the right thing, and I intend to lead the country in bringing our people together. </p><p>O'"
"332","MALLEY: Senator -- Senator, excuse me. </p><p>(CROSSTALK)</p><p>O'"
"333","MALLEY: Senator, it is not about rural -- Senator, it was not about rural and urban. </p><p>"
"334","SANDERS: It's exactly about rural. </p><p>O'"
"335","MALLEY: Have you ever been to the Eastern Shore? Have you ever been to Western Maryland? We were able to pass this and still respect the hunting traditions of people who live in our rural areas. </p><p>"
"336","SANDERS: Governor...</p><p>O'"
"337","MALLEY: And we did it by leading with principle, not by pandering to the NRA and backing down to the NRA.</p><p>"
"338","SANDERS: Well, as somebody who has a D-minus voting record...</p><p>(CROSSTALK)</p><p>O'"
"339","MALLEY: And I have an F from the NRA, Senator.</p><p>"
"340","SANDERS: I don't think I am pandering. But you have not been in the United States Congress. </p><p>O'"
"341","MALLEY: Well, maybe that's a healthy thing.</p><p>(LAUGHTER)</p><p>"
"342","SANDERS: And when you want to, check it out. And if you think -- if you think that we can simply go forward and pass something tomorrow without bringing people together, you are sorely mistaken. </p><p>"
"343","COOPER: Let me bring in somebody who has a different viewpoint. Senator Webb, your rating from the NRA, you once had an A rating from the NRA. You've said gun violence goes down when more people are allowed to carry guns. Would encouraging more people to be armed be part of your response to a mass shooting?</p><p>"
"344","WEBB: Look, there are two fundamental issues that are involved in this discussion. We need to pay respect to both of them. The first is the issue of who should be kept from having guns and using firearms. And we have done not a good job on that. </p><p>A lot of them are criminals. And a lot of the people are getting killed are members of gangs inside our urban areas. And a lot of them are mentally incapacitated. And the shooting in Virginia Tech in '07, this individual had received medical care for mental illness from three different professionals who were not allowed to share the information.</p><p>So we do need background checks. We need to keep the people who should not have guns away from them. But we have to respect the tradition in this country of people who want to defend themselves and their family from violence. </p><p>"
"345","COOPER: Senator...</p><p>"
"346","WEBB: May I? People are going back and forth here for 10 minutes here. There are people at high levels in this government who have bodyguards 24 hours a day, seven days a week. The average American does not have that, and deserves the right to be able to protect their family.</p><p>"
"347","COOPER: Senator -- Governor Chafee, you have an F rating from the NRA, what do you think about what Senator Webb just said?</p><p>"
"348","CHAFEE: Yes, I have a good record of voting for gun commonsense safety legislation, but the reality is, despite these tragedies that happen time and time again, when legislators step up to pass commonsense gun safety legislation, the gun lobby moves in and tells the people they're coming to take away your guns.</p><p>And, they're successful at it, in Colorado and others states, the legislators that vote for commonsense gun safety measures then get defeated. I even saw in Rhode Island. So, I would bring the gun lobby in and say we've got to change this. Where can we find common ground? Wayne Lapierre from the NRA, whoever it is, the leaders. Come one, we've go to change this. We're not coming to take away your guns, we believe in the Second Amendment, but let's find common ground here.</p><p>"
"349","COOPER: I want to...</p><p>O'"
"350","MALLEY: ...Anderson, when the NRA wrote to everyone in our state -- when the NRA wrote to members in our state and told people with hunting traditions lies about what our comprehensive gun safety legislation is, I wrote right back to them and laid out what it actually did. And that's why, not only did we pass it, but the NRA didn't...</p><p>"
"351","SANDERS: ...Excuse me...</p><p>O'"
"352","MALLEY: ...dare to petition a referendum...</p><p>"
"353","SANDERS: ...I want to make...</p><p>O'"
"354","MALLEY: ...Because we built a public consensus... "
"355","COOPER: ...I want to move on to another issue, which is in the headlines right now, another crisis making headlines.</p><p>Secretary Clinton, Russia, they're challenging the U.S. in Syria. According to U.S. intelligence, they've lied about who they're bombing. You spearheaded the reset with Russia. Did you underestimate the Russians, and as president, what would your response to Vladimir Putin be right now in Syria?</p><p>"
"356","CLINTON: Well, first of all, we got a lot of business done with the Russians when Medvedev was the president, and not Putin. We got a nuclear arms deal, we got the Iranian sanctions, we got an ability to bring important material and equipment to our soldiers in Afghanistan.</p><p>There's no doubt that when Putin came back in and said he was going to be President, that did change the relationship. We have to stand up to his bullying, and specifically in Syria, it is important -- and I applaud the administration because they are engaged in talks right now with the Russians to make it clear that they've got to be part of the solution to try to end that bloody conflict.</p><p>And, to -- provide safe zones so that people are not going to have to be flooding out of Syria at the rate they are. And, I think it's important too that the United States make it very clear to Putin that it's not acceptable for him to be in Syria creating more chaos, bombing people on behalf of Assad, and we can't do that if we don't take more of a leadership position, which is what I'm advocating.</p><p>"
"357","COOPER: Senator Sanders, what would you do differently.</p><p>"
"358","SANDERS: Well, let's understand that when we talk about Syria, you're talking about a quagmire in a quagmire. You're talking about groups of people trying to overthrow Assad, other groups of people fighting ISIS. You're talking about people who are fighting ISIS using their guns to overthrow Assad, and vice versa.</p><p>I'm the former chairman of the Senate Veterans Committee, and in that capacity I learned a very powerful lesson about the cost of war, and I will do everything that I can to make sure that the United States does not get involved in another quagmire like we did in Iraq, the worst foreign policy blunder in the history of this country. We should be putting together a coalition of Arab countries who should be leading the effort. We should be supportive, but I do not support American ground troops in Syria.</p><p>"
"359","COOPER: On this issue of foreign policy, I want to go to...</p><p>"
"360","CLINTON: ...Well, nobody does. Nobody does, Senator Sanders.</p><p>"
"361","COOPER: I want to go to Dana Bash. Dana?</p><p>DANA BASH, CNN CHIEF POLITICAL "
"362","CORRESPONDENT: Governor Chafee, you were the only Republican in the Senate to vote against the Iraq war. You say Secretary Clinton should be disqualified from the presidency because she voted in favor of using force in Iraq. She has since said that her vote was a mistake. Why isn't that good enough? "
"363","CHAFEE: Well, we just heard Senator Sanders say that it's the worst decision in American history. That's very significant, the worst decision in American history, I just heard from Senator Sanders.</p><p>So, as we look ahead, if you're going to make those poor judgment calls, a critical time in our history, we just finished with the Vietnam era, getting back into another quagmire -- if you're looking ahead, and you're looking at someone who made that poor decision in 2002 to go into Iraq when there was no real evidence of weapons of mass destruction in Iraq -- I know because I did my homework, and, so, that's an indication of how someone will perform in the future. And that's what's important.</p><p>(APPLAUSE)</p><p>"
"364","BASH: Secretary Clinton, he's questioning your judgment.</p><p>"
"365","CLINTON: Well, I recall very well being on a debate stage, I think, about 25 times with then Senator Obama, debating this very issue. After the election, he asked me to become Secretary of State. </p><p>He valued my judgment, and I spent a lot of time with him... </p><p>(APPLAUSE) </p><p>...in the Situation Room, going over some very difficult issues. </p><p>You know, I -- I agree completely. We don't want American troops on the ground in Syria. I never said that. What I said was we had to put together a coalition -- in fact, something that I worked on before I left the State Department -- to do, and yes, that it should include Arabs, people in the region. </p><p>Because what I worry about is what will happen with ISIS gaining more territory, having more reach, and, frankly, posing a threat to our friends and neighbors in the region and far beyond. </p><p>So I think while you're talking about the tough decision that President Obama had to make about Osama bin Laden, where I was one of his few advisers, or putting together that coalition to impose sanctions on Iran -- I think I have a lot of evidence... </p><p>(CROSSTALK) </p><p>"
"366","BASH: Senator Sanders -- Senator Sanders, I want to bring you in here. My question for you is, as a congressman, you voted against the Iraq War. You voted against the Gulf War. You're just talking about Syria, but under what circumstances would a President Sanders actually use force? </p><p>"
"367","SANDERS: Let me just respond to something the secretary said. First of all, she is talking about, as I understand it, a no-fly zone in Syria, which I think is a very dangerous situation. Could lead to real problems. </p><p>Second of all, I heard the same evidence from President Bush and Dick Cheney and Don Rumsfeld about why we should overthrow Saddam Hussein and get involved in the -- I would urge people to go to <a href=""http://berniesanders.com/"">berniesanders.com</a>, hear what I said in 2002. And I say, without any joy in my heart, that much of what I thought would happen about the destabilization, in fact, did happen. </p><p>So I think... "
"368","BASH: All right. </p><p>(APPLAUSE) </p><p>"
"369","SANDERS: I think the president is trying very hard to thread a tough needle here, and that is to support those people who are against Assad, against ISIS, without getting us on the ground there, and that's the direction I believe we should have (inaudible). </p><p>"
"370","COOPER: But, Senator Sanders, you didn't answer the question. Under what -- under what circumstances would you actually use force? </p><p>"
"371","SANDERS: Well, obviously, I voted, when President Clinton said, ""let's stop ethnic cleansing in Kosovo,"" I voted for that. I voted to make sure that Osama bin Laden was held accountable in Afghanistan. </p><p>When our country is threatened, or when our allies are threatened, I believe that we need coalitions to come together to address the major crises of this country. I do not support the United States getting involved in unilateral action. </p><p>(UNKNOWN): You're at work with our allies. </p><p>(CROSSTALK) </p><p>"
"372","COOPER: I'm gonna bring you all in on this. Governor -- Governor O'Malley, Secretary Clinton... </p><p>"
"373","SANDERS: I don't believe that any...</p><p>(CROSSTALK) </p><p>"
"374","COOPER: Secretary Clinton voted to authorize military force in Iraq, supported more troops in Afghanistan. As Secretary of State, she wanted to arm Syrian rebels and push for the bombing of Libya. Is she too quick to use military force? </p><p>O'"
"375","MALLEY: Anderson, no president -- no commander in chief -- should take the military option off the table, even if most of us would agree that it should be the last option. </p><p>What disturbed people so much about -- and I would agree with Senator Sanders on this -- leading us into Iraq under false pretenses and telling us, as a people, that there were weapons of mass destruction there was -- was one of the worst blunders in modern American history. </p><p>But the reason why people remain angry about it is because people feel like a lot of our legislators got railroaded in a war fever and by polls. And I remember being at a dinner shortly before that invasion. People were talking at -- and saying, ""it'll take us just a couple years to rebuild democracy,"" and I thought, ""has this world gone mad?"" </p><p>Whenever we go -- and contrary to John Quincy Adams' advice -- ""searching the world for monsters to destroy,"" and when we use political might to take a -- at the expense of democratic principle, we hurt ourselves, and we hurt our (inaudible). </p><p>"
"376","COOPER: Does she -- does she want to use military force too rapidly? </p><p>O'"
"377","MALLEY: I believe that, as president, I would not be so quick to pull for a military tool. I believe that a no-fly zone in Syria, at this time, actually, Secretary, would be a mistake. </p><p>You have to enforce no-fly zones, and I believe, especially with the Russian air force in the air, it could lead to an escalation because of an accident that we would deeply regret. </p><p>I support President Obama. I think we have to play a long game, and I think, ultimately -- you want to talk about blunders? I think Assad's invasion of Syria will be seen as a blunder. </p><p>"
"378","COOPER: Governor O'Malley, just for the record, on the campaign trail, you've been saying that Secretary Clinton is always quick for the -- for the military intervention. Senator -- Secretary Clinton, you can respond. </p><p>"
"379","CLINTON: Well, first of all, I... </p><p>"
"380","WEBB: Anderson, can I come into this discussion at some point? </p><p>"
"381","COOPER: Well -- yes, you'll be coming in next, but she was directly quoted, Senator. </p><p>"
"382","WEBB: Thank you. I've been standing over here for about ten minutes, trying. </p><p>"
"383","COOPER: OK. </p><p>"
"384","WEBB: It's just -- it's gone back and forth over there. </p><p>"
"385","COOPER: Secretary? </p><p>"
"386","CLINTON: Well, I am in the middle, here, and... </p><p>(LAUGHTER) </p><p>Lots of things coming from all directions. </p><p>"
"387","WEBB: You got the lucky (inaudible). </p><p>"
"388","CLINTON: You know, I have to say, I was very pleased when Governor O'Malley endorsed me for president in 2008, and I enjoyed his strong support in that campaign. And I consider him, obviously, a friend. </p><p>Let me say -- because there's a lot of loose talk going on here -- we are already flying in Syria just as we are flying in Iraq. The president has made a very tough decision. What I believe and why I have advocated that the no-fly zone -- which of course would be in a coalition -- be put on the table is because I'm trying to figure out what leverage we have to get Russia to the table. You know, diplomacy is not about getting to the perfect solution. It's about how you balance the risks. </p><p>"
"389","COOPER: Thank you. </p><p>"
"390","CLINTON: And I think we have an opportunity here -- and I know that inside the administration this is being hotly debated -- to get that leverage to try to get the Russians to have to deal with everybody in the region and begin to move toward a political, diplomatic solution in Syria. </p><p>"
"391","COOPER: Thank you, Secretary.</p><p>(CROSSTALK)</p><p>"
"392","COOPER: Senator Webb, you said as president you would never have used military force in Libya and that the attack on the U.S. consulate in Benghazi was, in your words, ""inevitable."" Should Secretary Clinton have seen that attack coming?</p><p>"
"393","WEBB: Look, let's start -- I've been trying to get in this conversation for about 10 minutes -- let's start with why Russia is in Syria right now. There are three strategic failings that have allowed this to occur. The first was the invasion of Iraq, which destabilized ethnic elements in Iraq and empowered Iran. The second was the Arab Spring, which created huge vacuums in Libya and in Syria that allowed terrorist movements to move in there. And the third was the recent deal allowing Iran to move forward and eventually acquire a nuclear weapon, which sent bad signals, bad body language into the region about whether we are acquiescing in Iran becoming a stronger piece of the formula in that part of the world. </p><p>Now, I say this as someone who spent five years in the Pentagon and who opposed the war in Iraq, whose son fought in Iraq, I've fought in Vietnam. But if you want a place where we need to be in terms of our national strategy, a focus, the greatest strategic threat that we have right now is resolving our relationship with China. And we need to do this because of their aggression in the region. We need to do it because of the way they treat their own people. </p><p>"
"394","COOPER: Senator...</p><p>"
"395","WEBB: And I would say this. I've been waiting for 10 minutes. I will say this. </p><p>"
"396","COOPER: You're over your time as of now.</p><p>"
"397","WEBB: I will -- well, you've let a lot of people go over their time. I would say this...</p><p>"
"398","COOPER: You agreed to these debate rules. </p><p>"
"399","WEBB: ... to the unelected, authoritarian government of China: You do not own the South China Sea. You do not have the right to conduct cyber warfare against tens of millions of American citizens. And in a Webb administration, we will do something about that. </p><p>"
"400","COOPER: Senator Sanders, I want you to be able to respond. "
"401","SANDERS: Pardon me? </p><p>"
"402","COOPER: I'd like you to be able to respond and get in on this. </p><p>"
"403","SANDERS: Well, I think Mr. Putin is going to regret what he is doing. I think that when he gets into that...</p><p>"
"404","COOPER: He doesn't seem to be the type of guy to regret a lot. </p><p>"
"405","SANDERS: Well, I think he's already regretting what he did in Crimea and what he is doing in the Ukraine. I think he is really regretting the decline of his economy. And I think what he is trying to do now is save some face. But I think when Russians get killed in Syria and when he gets bogged down, I think the Russian people are going to give him a message that maybe they should come home, maybe they should start working with the United States to rectify the situation now. </p><p>"
"406","COOPER: Secretary Clinton, on the campaign trail, Governor Webb has said that he would never have used military force in Libya and that the attack on the U.S. consulate in Benghazi was inevitable. Should you have seen that attack coming? </p><p>"
"407","CLINTON: Well, let's remember what was going on. We had a murderous dictator, Gadhafi, who had American blood on his hands, as I'm sure you remember, threatening to massacre large numbers of the Libyan people. We had our closest allies in Europe burning up the phone lines begging us to help them try to prevent what they saw as a mass genocide, in their words. And we had the Arabs standing by our side saying, ""We want you to help us deal with Gadhafi."" </p><p>Our response, which I think was smart power at its best, is that the United States will not lead this. We will provide essential, unique capabilities that we have, but the Europeans and the Arabs had to be first over the line. We did not put one single American soldier on the ground in Libya. And I'll say this for the Libyan people.</p><p>"
"408","COOPER: But American citizens did lose their lives in Benghazi. </p><p>"
