"","Text"
"622","FIORINA: You know, it's interesting to me, Mr. Trump said that he heard Mr. Bush very clearly and what Mr. Bush said. I think women all over this country heard very clearly what Mr. Trump said. </p><p>(APPLAUSE)</p><p>"
"623","TRUMP: I think she's got a beautiful face, and I think she's a beautiful woman. </p><p>"
"624","Mods: All right. On that note, in less than two minutes -- we're going to take a very quick break. In less than two minutes, the most contentious issue on the campaign trail. And the candidates on the stage are split over how to handle it. That's coming up next. </p><p>Please give some applause to the candidates. </p><p>(APPLAUSE) </p><p>(COMMERCIAL BREAK)</p><p>"
"625","Mods: Welcome to CNN's Republican Presidential Debate. No topic perhaps has been more combustible in this campaign than the issue of immigration. </p><p>Mr. Trump, you have called for deporting every undocumented immigrant, Governor Christie has said, quote, ""There are not enough law enforcement officers -- local, county, state and federal combined -- to forcibly deport 11 to 12 million people.""</p><p>Tell Governor Christie how much your plan will cost, and how you will get it done.</p><p>"
"626","TRUMP: Correct. First of all, I want to build a wall, a wall that works. So important, and it's a big part of it.</p><p>Second of all, we have a lot of really bad dudes in this country from outside, and I think Chris knows that, maybe as well as anybody.</p><p>They go, if I get elected, first day they're gone. Gangs all over the place. Chicago, Baltimore, no matter where you look.</p><p>We have a country based on laws. I will make sure that those laws are adhered to. These are illegal immigrants. I don't think you'd even be asking this question if I didn't run because when I ran, and I brought this up, my opening remarks at Trump Tower, I took heat like nobody has taken heat in a long time. And, then they found out with the killing of Katie, from San Francisco, and so many other crimes, they found out that I was right.</p><p>And, most people, many people, apologized to me. I don't think you'd even be talking about illegal immigration if it weren't for me. So, we have a country of laws, they're going to go out, and they'll come back if they deserve to come back. If they've had a bad record, if they've been arrested, if they've been in jail, they're never coming back. We're going to have a country again. Right now, we don't have a country, we don't have a border, and we're going to do something about it, and it can be done with proper management, and it can be done with heart.</p><p>"
"627","Mods: Governor Christie, you and I have talked about this in an interview. You say that his big wall, his plan to deport 11 to 12 million undocumented immigrants, it sounds great, but it's never going to happen.</p><p>Tell him why you're skeptical of his plans?</p><p>"
"628","CHRISTIE: First of, Jake, I don't yield to anybody on how to enforce the law. I'm the only person on this stage who spent seven years as a United States Attorney after September 11th, and I know how to do this.</p><p>The fact is though that for 15,000 people a day to be deported every day for two years is an undertaking that almost none of us could accomplish given the current levels of funding, and the current number of law enforcement officers. Here's what we need to do, and I think this is where Donald is absolutely right. What we need to do is to secure our border, and we need to do it with more than just a wall.</p><p>We need to use electronics, we need to use drones, we need to use FBI, DEA, and ATF, and yes, we need to take the fingerprint of every person who comes into this country on a visa, and when they overstay their visa, we need to tap them on the shoulder, and say, ""You have overstayed your welcome, you're taking advantage of the American people. It's time for you to go.""</p><p>If we had that kind of system in place, we wouldn't have the 11 million people we have now.</p><p>"
"629","Mods: Thank you, Governor Christie...</p><p>"
"630","TRUMP: ...By the way, I agree with -- with what Chris is saying, but, I will say this. Illegal immigration is costing us more than $200 billion dollars a year just to maintain what we have.</p><p>"
"631","Mods: I want to bring in Dr. Carson because he too has been skeptical of your plan to immediately deport 11 to 12 million illegal immigrants. He said, quote, ""People who say that have no idea what this entails.""</p><p>Why do you say that, Dr. Carson?</p><p>"
"632","CARSON: Well, first of all, I recognize that we have an incredible illegal immigration problem. I was down in Arizona a few weeks ago at the border. I mean, the fences that were there were not manned, and those are the kind of fences when I was a kid that would barely slow us down. So, I don't see any purpose in having that.</p><p>Now, what we need to do is look at something that actually works. Yuma County, Arizona. They stop 97 percent of the illegal immigrants through there. They put in a double fence with a road so that there was quick access by the enforcement people.</p><p>If we don't seal the border, the rest of this stuff clearly doesn't matter. It's kind of ridiculous all the other things we talk about. We have the ability to do it, we don't have the will to do it.</p><p>There was one area where they had cut a hole in the fence, and to repair it, they put a few strands of barb wire across. Well, the photographers who were there with us, they wanted to photograph us from the side of the Mexicans, and they went through there, and they were not physically fit people, and they took their cameras and things with them, and shot us from the other side.</p><p>That's how easy it is to get across. And, the drugs, I mean, it goes on, and on, and on. ICE tells them to release these people, 67,000 criminals released...</p><p>"
"633","Mods: ...Dr. Carson...</p><p>"
"634","CARSON: ...on to our property, it's ridiculous.</p><p>"
"635","Mods: With all due respect, you said about Donald Trump's plan to deport 11 to 12 million undocumented immigrants, ""People who say that have no idea what this entails.""</p><p>Why not?</p><p>"
"636","CARSON: Well, I have also said, if anybody knows how to do that, that I would be willing to listen. And, if they can, you know, specify exactly how that's going to be done, and what the cost, and it sounds reasonable, then I think it's worth discussing...</p><p>TRUMP(?): ...(INAUDIBLE)...</p><p>"
"637","Mods: ...let's continue the conversation about illegal immigration with Dana Bash.</p><p>"
"638","BASH: Governor Bush, Mr. Trump has suggested that your views on immigration are influenced by your Mexican born wife. He said that, quote, ""If my wife were from Mexico, I think I would have a soft spot for people from Mexico."" Did Mr. Trump go to far in invoking your wife?</p><p>"
"639","BUSH: He did, he did. You're proud of your family, just as I am. </p><p>"
"640","TRUMP: Correct.</p><p>"
"641","BUSH: To subject my wife into the middle of a raucous political conversation was completely inappropriate, and I hope you apologize for that, Donald.</p><p>"
"642","TRUMP: Well, I have to tell you, I hear phenomenal things. I hear your wife is a lovely woman...</p><p>"
"643","BUSH: She is. She's fantastic.</p><p>"
"644","TRUMP: I don't know her, and this is a total mischaracterization...</p><p>"
"645","BUSH: She is absolutely the love of my life, and she's right here...</p><p>"
"646","TRUMP: Good.</p><p>"
"647","BUSH: And why don't you apologize to her right now.</p><p>"
"648","TRUMP: No, I won't do that, because I've said nothing wrong. </p><p>"
"649","BUSH: Yeah.</p><p>"
"650","TRUMP: But I do hear she's a lovely woman.</p><p>"
"651","BUSH: So, here's the deal. My wife is a Mexican-American. She's an American by choice.</p><p>She loves this country as much as anybody in this room, and she wants a secure border. But she wants to embrace the traditional American values that make us special and make us unique.</p><p>We're at a crossroads right now. Are we going to take the Reagan approach, the hopeful optimistic approach, the approach that says that, you come to our country legally, you pursue your dreams with a vengeance, you create opportunities for all of us?</p><p>Or the Donald Trump approach? The approach that says that everything is bad, that everything is coming to an end. I...</p><p>"
"652","BASH: Mr. Trump?</p><p>"
"653","TRUMP: Jeb said...</p><p>"
"654","BUSH: I'm on the Reagan side of this.</p><p>"
"655","TRUMP: ... that they come into our country as an act of love.</p><p>With all of the problems we that we have, in so many instances -- we have wonderful people coming in. But with all of the problems -- this is not an act of love. He's weak on immigration -- by the way, in favor of Common Core, which is also a disaster, but weak on immigration.</p><p>He doesn't get my vote.</p><p>"
"656","BASH: Mr. Trump...</p><p>"
"657","FIORINA: Dana, with all being said to Mr. Trump...</p><p>"
"658","BASH: Go ahead.</p><p>"
"659","FIORINA: Immigration did not come up in 2016 because Mr. Trump brought it up. We talked about it in 2012, we talked about it in 2008. We talked about it in 2004.</p><p>"
"660","TRUMP: Not with this intensity.</p><p>"
"661","FIORINA: We have been talking about it for 25 years. This is why people are tired of politicians.</p><p>"
"662","BASH: Ms. Fiorina -- Ms. Fiorina, we're going to come to you, we're going to come to you.</p><p>I just want to give Governor Bush a chance to respond to what Mr. Trump said. "
"663","BUSH: Look, first of all, I wrote a book about this, three -- four years ago, now. And I laid out a comprehensive, conservative approach for immigration reform.</p><p>And it does require securing the border. No one disagrees with that. But to build a wall, and to deport people -- half a million a month -- would cost hundreds of billions of dollars, Donald. Hundreds of billions of dollars. It would destroy community life, it would tear families apart. </p><p>And it would send a signal to the rest of the world that the United States values that are so important for our long-term success no longer matter in this country.</p><p>(APPLAUSE)</p><p>"
"664","TRUMP: As I said, we are spending $200 billion -- we are spending $200 billion a year on maintaining what we have. We will move them out. The great ones will come back, the good ones will come back. </p><p>They'll be expedited, they'll be back, they'll come back legally. We'll have a country -- they'll come back, legally.</p><p>"
"665","BASH: OK, on that note, you have criticized Governor Bush for speaking Spanish on the campaign trail. You said, quote, ""He should really set an example by speaking English in the United States."" </p><p>What's wrong with speaking Spanish?</p><p>"
"666","TRUMP: Well, I think it's wonderful and all, but I did it a little bit half-heartedly, but I do mean it to a large extent.</p><p>We have a country, where, to assimilate, you have to speak English. And I think that where he was, and the way it came out didn't sound right to me. We have to have assimilation -- to have a country, we have to have assimilation.</p><p>I'm not the first one to say this, Dana. We've had many people over the years, for many, many years, saying the same thing. This is a country where we speak English, not Spanish.</p><p>(APPLAUSE)</p><p>"
"667","BUSH: Well, I've been speaking English here tonight, and I'll keep speaking English. </p><p>But the simple fact is, if a high school kid asks me a question in Spanish, a school -- by the way, a voucher program that was created under my watch, the largest voucher program in the country, where kids can go to a Christian school, and they ask me a question in Spanish, I'm going to show respect and answer that question in Spanish.</p><p>Even though they do speak English, and even though they embrace American values.</p><p>(APPLAUSE)</p><p>"
"668","TRUMP: This is a reporter, not a high school kid.</p><p>"
"669","RUBIO: Ms. Dana, I agree that English is the unifying language of our country, and everyone should learn to speak it. It's important.</p><p>I want to tell you a story about someone that didn't speak English that well. It was my grandfather; he came to this country in the 1960s, as a -- escaping Cuba. And he lived with us, growing up. </p><p>And my grandfather loved America. He understood what was so special about this country. He loved Ronald Reagan; he would be very proud of the fact that we're here this evening.</p><p>My grandfather instilled in me the belief that I was blessed to live in the one society in all of human history where even I, the son of a bartender and a maid, could aspire to have anything, and be anything that I was willing to work hard to achieve.</p><p>But he taught me that in Spanish, because it was the language he was most comfortable in. And he became a conservative, even though he got his news in Spanish.</p><p>And so, I do give interviews in Spanish, and here's why -- because I believe that free enterprise and limited government is the best way to help people who are trying to achieve upward mobility.</p><p>And if they get their news in Spanish, I want them to hear that directly from me. Not from a translator at Univision.</p><p>"
"670","Mods: Thank you, Senator Rubio.</p><p>(APPLAUSE)</p><p>"
"671","Mods: Senator Cruz -- Senator Cruz, this week, we learned more about Dr. Carson's plan for the 11 million to 12 million undocumented immigrants in this country.</p><p>Dr. Carson proposed giving these undocumented immigrants a six- month grace period to pay back taxes then to let them become guest workers and only to deport people who failed to do that.</p><p>"
"672","CARSON: Not exactly what I said.</p><p>"
"673","Mods: Well, how would you say it, sir? I was just reading the Wall Street Journal quote, but please tell us.</p><p>"
"674","CARSON: Well, what I said, after we seal the borders, after we turn off the spigot that dispenses all the goodies so we don't have people coming in here, including employment, that people who had a pristine record, we should consider allowing them to become guest workers, primarily in the agricultural sphere, because that's the place where Americans don't seem to want to work.</p><p>That's what I said. And they have a six-month period to do that. If they don't do it within that time period, then they become illegal, and as illegals, they will be treated as such.</p><p>"
"675","Mods: OK, from the horse's mouth, Senator Cruz, does that fit your definition of amnesty?</p><p>"
"676","CRUZ: Well, Jake, you know, I'm -- I'm very glad that Donald Trump's being in this race has forced the mainstream media finally to talk about illegal immigration. I think that's very important.</p><p>I like and respect Ben Carson. I'll let him talk about his own plans.</p><p>But I will say this: The natural next question that primary voters are asking, after we focus on illegal immigration is, okay, what are the records of the various candidates? And this is an issue on which there are stark differences.</p><p>A majority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supported amnesty and, in fact, who helped lead the fight to stop a massive amnesty plan.</p><p>In 2013, when Barack Obama and Harry Reid joined the Washington Republicans in a massive, I stood shoulder to shoulder with Jeff Sessions helping lead the fight.</p><p>You know, folks here have talked about, how do you secure the borders? Well, I've been leading the fight in the Senate to triple the Border Patrol, to put in place fencings and walls, to put in place a strong biometric exit/entry system...</p><p>"
"677","Mods: Thank you, Senator.</p><p>Senator Rubio...</p><p>"
"678","CARSON: Can I -- can I -- can I just...</p><p>"
"679","Mods: ... I'm not sure...</p><p>"
"680","CARSON: Can I correct...</p><p>"
"681","Mods: We'll come back to you -- we'll come back to you in one second, sir.</p><p>But Senator Rubio, I'm not sure exactly whose plan he's -- he's saying is -- constitutes amnesty, but I know he has said it about your plan in the past, so I want to give you a chance to respond, then, Dr. Carson, we'll come to you.</p><p>"
"682","CARSON: OK.</p><p>"
"683","RUBIO: Well, let me say that legal immigration is not an issue I read about in the newspaper. Immigration, illegal immigration, all the good aspects of immigration and all the negative ones as well, I live with. My family's immigrants. My neighbors are all immigrants. My in-laws are all immigrants.</p><p>So I've seen every aspect of it, and I can tell you America doesn't have one immigration problem, it has three.</p><p>First, despite the fact that we are the most generous country in the history of the world in allowing people to come here legally, we have people still coming illegally.</p><p>Second, we have a legal immigration system that no longer works. It primary is built on the basis of whether you have a relative living here instead of merit.</p><p>And third, we have 11 million or 12 million people, many of whom have been here for longer than a decade who are already here illegally.</p><p>And we must deal with all three of these problems. We cannot deal with all three of these problems in one massive piece of legislation. I learned that. We tried it that way.</p><p>Here's the way forward: First, we must -- we must secure our border, the physical border, with -- with a wall, absolutely. But we also need to have an entry/exit tracking system. 40 percent of the people who come here illegally come legally, and then they overstay the visa. We also need a mandatory e-verify system.</p><p>After we've done that, step two would be to modernize our legal immigration system so you come to America on the basis of what you can contribute economically, not whether or not simply you have a relative living here.</p><p>And after we've done those two things, I believe the American people...</p><p>"
"684","Mods: Thank you, Senator.</p><p>"
"685","RUBIO: ... will be very reasonable and responsible about what you do with someone who's been here and isn't a criminal. If you're a criminal, obviously, you will not be able to stay.</p><p>"
"686","Mods: Thank you, Senator.</p><p>Senator -- Dr. Carson...</p><p>(APPLAUSE)</p><p>... I want to give you 30 seconds. I'd like you to answer the question.</p><p>Senator Cruz describes plans such as yours as amnesty. Why is your plan not amnesty?</p><p>"
"687","CARSON: My plan is not amnesty for a number of reasons.</p><p>Number one, you know, I've talked to farmers, and they said they cannot hire Americans to do the kind of job that I'm talking about.</p><p>And the second reason is because the individuals who register as guest workers, they don't get to vote, they are not American citizens, and they don't get the rights and privileges of American citizens. So that's key.</p><p>But the other thing that I want to bring up is, I mentioned something earlier. I think it was just sort of glossed over.</p><p>I talked about the success in Yuma County, I mean, incredible success, and the Department of Justice said, ""No, we don't want to do that. That's too successful.""</p><p>We don't have to keep reinventing the wheel. All we have to do is look at things that work. All we have to do is use a little common sense. </p><p>"
"688","Mods: Thank you, Dr. Carson. I want to talk about the issue of birthright citizenship, which -- which has emerged since the first debate as -- as an a -- a major issue in this campaign. </p><p>Mr. Trump, you say that babies born in the United States to undocumented immigrants should not any longer get automatic American citizenship. Ms. Fiorina says that you are pandering on this issue and acting like the politicians that you rail against. What's your message to Ms. Fiorina on birthright citizenship? </p><p>"
"689","TRUMP: Well, first of all, the -- the 14th Amendment says very, very clearly to a lot of great legal scholars -- not television scholars, but legal scholars -- that it is wrong. It can be corrected with an act of Congress, probably doesn't even need that.</p><p>A woman gets pregnant. She's nine months, she walks across the border, she has the baby in the United States, and we take care of the baby for 85 years. I don't think so. </p><p>And by the way, Mexico and almost every other country anywhere in the world doesn't have that. We're the only ones dumb enough, stupid enough to have it. And people -- and by the way, this is not just with respect to Mexico. They are coming from Asia to have babies here, and all of a sudden, we have to take care of the babies for the life of the baby. </p><p>The 14th Amendment, it reads properly, you can go and -- it's probably going to be have to be check -- go through a process of court, probably ends up at the Supreme Court, but there are a lot of great legal scholars that say that is not correct. </p><p>And in my opinion, it makes absolutely no -- we're the only -- one of the only countries, we're going to take care of those babies for 70, 75, 80, 90 years? I don't think so. </p><p>"
"690","Mods: Ms. Fiorina, the vast majority of countries do not have birthright citizenship... </p><p>(APPLAUSE) </p><p>"
"691","Mods: ...Donald Trump is right about that. Why is it pandering when he's -- he says this? </p><p>"
"692","FIORINA: First let me say, We have just spent a good bit of time discussing, as Republicans, how to solve this problem. I would ask your audience at home to ask a very basic question. Why have Democrats not solved this problem? </p><p>President Obama campaigned in 2007 and 2008 on solving the immigration problem. He entered Washington with majorities in the House and the Senate. He could have chosen to do anything to solve this pro -- this problem. Instead, he chose to do nothing. </p><p>Why? because the Democrats don't want this issue solved. </p><p>"
"693","Mods: Ms. Fiorina... </p><p>"
"694","FIORINA: They want it to be an issue that they can use. As to birthright citizenship... </p><p>"
"695","Mods: Please. </p><p>"
"696","FIORINA: ...the truth is, you can't just wave your hands and say ""the 14th Amendment is gonna go away."" It will take an extremely arduous vote in Congress, followed by two-thirds of the states, and if that doesn't work to amend the Constitution, then it is a long, arduous process in court. </p><p>And meanwhile, what will continue to go on is what has gone on for 25 years. With all due respect, Mr. Trump, we've been talking about illegal immigration for 25 years. San Francisco has been a sanctuary city since 1989. There are 300 of them. </p><p>And meanwhile, what has happened? Nothing. The border remains insecure. The legal immigration system remains broken. Look, we know what it takes to secure a border. We've heard a lot of great ideas here. Money, manpower, technology... </p><p>TAPPER : Thank you, Ms. Fiorina. </p><p>"
"697","FIORINA: ...mostly, apparently, leadership... </p><p>"
"698","Mods: Thank you. </p><p>"
"699","FIORINA: ...the kind of leadership that understands how to get results. </p><p>"
"700","Mods: Thank you, Ms. Fiorina. Mr. Trump, I want to give you the chance to respond... </p><p>"
"701","TRUMP: I agree 100 percent, by the way, with Carly on the fact that the Democrats do not want to solve this problem, for the obvious reasons, but they do not. </p><p>But I believe that a reading of the 14th Amendment allows you to have an interpretation where this is not legal and where it can't be done. I've seen both sides, but some of the greatest scholars agree with me, without having to go through Congress. </p><p>If you do go through Congress, you can absolutely solve the problem. "
"702","Mods: Thank you, Mr. Trump. Senator Paul...</p><p>"
"703","FIORINA: But you -- you would stipulate, Mr. Trump, but not everyone agrees with you. </p><p>"
"704","TRUMP: That's true, sure. </p><p>"
"705","FIORINA: OK. </p><p>"
"706","Mods: Senator Paul, I want to bring you in. Where -- where do you stand on the issue of birthright citizenship? </p><p>"
"707","PAUL: Well, I hate to say it, but Donald Trump has a bit of a point here. </p><p>The case that was decided around 1900 was, people had a green card, were here legally, and they said that their children were citizens. There's never been a direct Supreme Court case on people who were here illegally, whether or not their kids are citizens. </p><p>So it hasn't really been completely adjudicated. The 14th Amendment says that ""those who are here and under the jurisdiction."" The original author of the -- of the 14th Amendment said on the Senate floor that this was applying to slaves, and did not specifically apply to others.</p><p>"
"708","Mods: All right. Senator Paul, thank you so much. Let's turn to a new topic. We've received a lot of questions on social media about the economy and about jobs. We have two CEOs on stage right now. </p><p>Ms. Fiorina, you were CEO of Hewlett Packard. Donald Trump says you, quote, ""ran HP into the ground,"" you laid off tens of thousands of people, you got viciously fired. </p><p>For voters looking to somebody with private-sector experience to create American jobs, why should they pick you and not Donald Trump? </p><p>"
"709","FIORINA: I led Hewlett Packard through a very difficult time, the worst technology recession in 25 years. The NASDAQ stock index fell 80 percent. It took 15 years for the stock index to recover. We had very strong competitors who literally went out of business and lost all of their jobs in the process. </p><p>Despite those difficult times, we doubled the size of the company, we quadrupled its topline growth rate, we quadrupled its cash flow, we tripled its rate of innovation. </p><p>Yes, we had to make tough choices, and in doing so, we saved 80,000 jobs, went on to grow to 160,000 jobs. And now Hewlett Packard is almost 300,000 jobs. We went from lagging behind to leading in every product category and every market segment. </p><p>We must lead in this nation again, and some tough calls are going to be required. But as for the firing, I have been very honest about this from the day it happened. When you challenge the status quo, you make enemies. I made a few. Steve Jobs told me that when he called me the day I was fired to say, hey, been there, done that twice. </p><p>It's also true that the man that led my firing, Tom Perkins, just took -- </p><p>"
"710","Mods: Thank you, Ms. Fiorina. </p><p>"
"711","FIORINA: -- out a full-page ad in the New York Times to say he was wrong, I was right. I was a terrific CEO, the board was dysfunctional. And he thinks I will make a magnificent president of the United States. </p><p>(APPLAUSE)</p><p>"
"712","Mods: Thank you, Ms. Fiorina. "
"713","TRUMP: Well -- </p><p>"
"714","Mods: Mr. Trump -- Mr. Trump, why would you be better at creating jobs than Carly Fiorina? </p><p>"
"715","TRUMP: -- let me -- well, let me just explain. The head of the Yale Business School, Jeffrey Sonnenfeld, wrote a paper recently, one of the worst tenures for a CEO that he has ever seen, ranked one of the top 20 in the history of business. The company is a disaster and continues to be a disaster. They still haven't recovered. In fact, today, on the front page of the Wall Street Journal, they fired another 25 or 30,000 people saying we still haven't recovered from the catastrophe. </p><p>When Carly says the revenues went up, that's because she bought Compaq, it was a terrible deal, and it really led to the destruction of the company. </p><p>Now one other company before that was Lucent. Carly was at Lucent before that. And Lucent turned out to be a catastrophe also. So I only say this. She can't run any of my companies. That I can tell you. </p><p>"
"716","Mods: Ms. Fiorina, I want to give you a chance to respond. </p><p>"
"717","FIORINA: You know, Jeffrey Sonnenfeld is a well-known Clintonite and honestly had it out for me from the moment that I arrived at Hewlett Packard. But honestly, Mr. Trump, I find it quite rich that you would talk about this. </p><p>You know, there are a lot of us Americans who believe that we are going to have trouble someday paying back the interest on our debt because politicians have run up mountains of debt using other people's money. That is in fact precisely the way you ran your casinos. You ran up mountains of debt, as well as losses, using other people's money, and you were forced to file for bankruptcy not once -- </p><p>"
"718","TRUMP: I never filed for bankruptcy. </p><p>"
"719","FIORINA: -- not twice, four times, a record four times. Why should we trust you to manage the finances -- </p><p>"
"720","TRUMP: I'll tell you why; it's very simple. </p><p>"
"721","FIORINA: -- of this nation any differently than you managed the finances --</p><p>"
"722","TRUMP: I'll tell you. I was running --</p><p>"
"723","FIORINA: -- of your casinos? </p><p>"
"724","TRUMP: -- Carly, Carly -- </p><p>"
"725","Mods: Mr. Trump. </p><p>"
"726","TRUMP: -- I've made over $10 billion. I had a casino company -- Caesars just filed for bankruptcy. Chris will tell you -- it's not Chris' fault either -- but almost everybody in Atlantic City is either in trouble or filed for -- maybe I'll blame Chris. </p><p>"
"727","FIORINA: Well -- </p><p>"
"728","TRUMP: But Atlantic City is a disaster -- </p><p>"
"729","FIORINA: Well, Mr. Trump -- </p><p>"
"730","TRUMP: Wait a minute, Carly. Wait. I let you speak. Atlantic City is a disaster, and I did great in Atlantic City. I knew when to get out. My timing was great. And I got a lot of credit for it. </p><p>Many of the great business people that you know -- and Carl Icon (ph) is going to work with me on making great deals for this country. But whether it's Carl or so many others that we read about all the time -- </p><p>"
"731","Mods: Thank you, Mr. Trump. </p><p>"
"732","TRUMP: -- they have used the laws of the land, which is the -- </p><p>(CROSSTALK)</p><p>"
"733","Mods: Governor Christie's name has been invoked. I'd like to give him a 30 second opportunity. </p><p>"
"734","CHRISTIE: Jake listen. While I'm as entertained as anyone by this personal back-and-forth about the history of Donald and Carly's career, for the 55-year-old construction worker out in that audience tonight who doesn't have a job, who can't fund his child's education, I've got to tell you the truth. They could care less about your careers, they care about theirs. </p><p>(APPLAUSE)</p><p>Let's start talking about that on this stage and stop playing -- and stop playing the games. Stop playing -- </p><p>"
"735","KASICH: There's a -- </p><p>"
"736","CHRISTIE: John -- I'm not done yet, John. </p><p>"
"737","FIORINA: A track record of leadership is not a game. It is the issue in this election. </p><p>"
"738","CHRISTIE: Stop -- and stop playing -- and Carly -- Carly, listen. You can interrupt everybody else on this stage, you're not going to interrupt me, OK? </p><p>The fact is that we don't want to hear about your careers, back and forth and volleying back and forth about who did well and who did poorly. You're both successful people. Congratulations. You know who's not successful? The middle class in this country who's getting plowed over by Barack Obama and Hillary Clinton. Let's start talking about those issues tonight and stop this childish back-and-forth between the two of you. </p><p>(APPLAUSE)</p><p>"
"739","Mods: Ms. Fiorina, I want to give you </p><p>"
"740","KASICH: Jake -- </p><p>"
"741","Mods: Governor Kasich, I'm coming to you next, but Ms. Fiorina's name was mentioned, and I have to give her the opportunity to respond if she wants it. </p><p>"
"742","FIORINA: Well, I thought we had been hearing quite a bit about Govenor Christie's record as governor, actually. I think track records are very important. I completely agree that what's at stake here is the future of this nation, and the future of every American.</p><p>But I do think that a track record of leadership is vital because in the end this election is about leadership. And let's talk about what leadership is. It's not about braggadocio, it is about challenging the status quo, solving problems, producing results.</p><p>And the highest calling of leadership is to unlock potential in others. </p><p>"
"743","Mods: Thank you.</p><p>"
"744","FIORINA: Problems have festered in Washington for too long. And the potential of this nation is being crushed.</p><p>"
"745","Mods: Thank you, Ms. Fiorina. </p><p>Governor Kasich, I want to come -- I'm coming to you. I'm coming to you. Let me ask the question. You can use the time however you want. </p><p>"
"746","KASICH: OK, Jake.</p><p>"
"747","Mods: Donald Trump says that the hedge fund guys are getting away with murder by paying a lower tax rate. He wants to raise the taxes of hedge fund managers, as does Governor Bush. Do you agree? </p><p>"
"748","KASICH: I don't at this point in terms of changing the incentives for investment and risk-taking. </p><p>But let's just stop for a second. There's one person on this stage that does have a record. I'm the only person on the stage and one of the few people in this country that led the effort as the chief architect of the last time we balanced the federal budget. </p><p>We also cut taxes. And when I left Washington in 2000, we had a $5 trillion surplus, and the economy was booming. I had spent 10 years of my life to get us to that point, went out in the private sector, was a great experience, and went into Ohio and took an $8 billion hole and turned it into a $2 billion surplus. </p><p>We've had the largest amount of tax cuts of any sitting governor. We've grown well over 300,000 jobs. You see, I've done it in both places. I'm the only one here that has done it in both places. </p><p>It took a lot to get us to a balanced budget. It was legitimate. It was real. And we negotiated it. A lot of what we're talking about here tonight as we take this position and that position, you know what? At the end of the day, America has got to work. </p><p>We've got to figure out how we come together to deal with this -- with our fiscal problems because when we deal with that, we create a stronger economy for everybody. People have a chance to rise. </p><p>So, you know, when we think about how we make a choice, it's the person that lands that plane. It's not somebody that talks about it. It's about the person who has done it. And I've done it in...</p><p>"
"749","Mods: Thank you, Governor. </p><p>"
"750","KASICH: ... both places. And I did it including people in the other party. And that's how we were successful.</p><p>"
"751","Mods: Thank you, Governor Kasich. </p><p>"
"752","KASICH: And that's how I will be president, using that experience to drive this country forward. Thank you.</p><p>(APPLAUSE) </p><p>"
"753","Mods: Governor Huckabee, I want to bring you in on the question of hedge fund managers and taxing them. You have said that you are bothered by the fact that hedge fund managers pay such a low tax rate and make 2,500 times what people who work for them make. </p><p>Do you agree with what Donald Trump and Governor Bush have proposed, raising their tax rates? </p><p>"
"754","HUCKABEE: I have a different idea. I think we ought to get rid of all the taxes on people who produce. Why should we penalize productivity? And it's why I'm an unabashed supporter of the ""fair tax,"" which would be a tax on our consumption, rather than a tax on our productivity. </p><p>In other words, you're not going to tax anybody for what they earn, whether it's worker whose working by the hour or whether it's a hedge fund manager. If they can produce something and bring capital and labor to create jobs, we need some jobs. And I think the ""fair tax"" makes more sense. </p><p>Now, Jake, I've been listening to everybody on the stage and there is a lot of back and forth about I'm the only one who has done this, the only one who has done that, I've done great things. </p><p>We've all done great things or we wouldn't be on this stage. But it occurs to me as we're sitting here in the Reagan Library that most of us would like to pay tribute to a guy who, when he got elected, didn't get elected telling everybody how great he was. </p><p>He got elected telling everybody how great the American people were. And he empowered them to live their dreams, which is what I'd love to see us do by no longer penalizing the people who are out there working because they are taking a gut punch right now. </p><p>(APPLAUSE) </p><p>"
"755","Mods: Thank you, Governor. </p><p>Dr. Carson, you support scrapping the entire tax code and replacing it with a flat tax based on the principal on tithing from the Bible. If you make $10 billion, you pay $1 billion in taxes, if you make $10, you pay $1 in taxes. </p><p>Donald Trump believes in progressive taxation. He says it's not right that rich people pay the same as the poor. Tell Donald Trump why his ideas on taxes are wrong.</p><p>"
"756","CARSON: It's all about America. You know, the people who say the guy who paid a billion dollars because he had 10, he has still got $9 billion left, that's not fair, we need to take more of his money. That's called socialism. That doesn't work so well.</p><p>What made America into a great nation was the fact that we said, that guy just put in $1 billion, let's create an environment that's even more conducive to his success so that next year he can put in $2 billion. </p><p>And that's the kind of thing that helps us to grow. We can't grow by continuing to take a piece of pie, and dividing it, and redistributing it.</p><p>But, I'm also looking at what doctor -- at what Governor Huckabee talked about...</p><p>"
"757","HUCKABEE: ...You don't want me operating on you, I assure you.</p><p>(LAUGHTER)</p><p>"
"758","CARSON: The Fair Tax. Looking at both of them, and evaluating them both, and I'm talking to the American people because one of the things we must recognize is that this country is of, for, and by the people. And, it's really time that the government get out of the way, and let the people be the ones who decide how they want to run their country.</p><p>(APPLAUSE)</p><p>"
"759","Mods: Mr. Trump...</p><p>"
"760","TRUMP: ...Well, I'd like to respond, I'd like to respond...</p><p>"
"761","Mods: ...What do you think of the flat tax? Do you think it's fair?</p><p>"
